Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	PIK3C2A	5286	O00443	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	Kinase	80	0.633	0.692	0.010126	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PIM1	5292	P11309	Pim-1 proto-oncogene, serine/threonine kinase	Kinase	224	0.482	0.769	0.84846	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PIN1	5300	Q13526	peptidylprolyl cis/trans isomerase, NIMA-interacting 1		212	0.488	0.769	0.74031	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	PLA2G2A	5320	P14555	phospholipase A2 group IIA	Enzyme	215	0.488	0.808	0.097278	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	LRP1B	53353	Q9NZR2	LDL receptor related protein 1B		63	0.626	0.615	2.5267e-06	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	PLSCR1	5359	O15162	phospholipid scramblase 1	Transporter	33	0.674	0.5	0.011923	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	PLXNA2	5362	O75051	plexin A2		307	0.447	0.808	1.0768e-06	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	PML	5371	P29590	promyelocytic leukemia		274	0.477	0.846	0.21291	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	GPR84	53831	Q9NQS5	G protein-coupled receptor 84	G-protein coupled receptor	11	0.821	0.308	3.2998e-09	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	DUOX1	53905	Q9NRD9	dual oxidase 1	Enzyme	97	0.57	0.692	6.2238e-33	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RIPK4	54101	P57078	receptor interacting serine/threonine kinase 4	Kinase	119	0.565	0.654	0.0039646	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TERF2IP	54386	Q9NYB0	TERF2 interacting protein		126	0.548	0.731	2.6683e-05	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	PON2	5445	Q15165	paraoxonase 2		117	0.566	0.808	5.4352e-05	0.01		0.0	1	1	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	POU2AF1	5450	Q16633	POU class 2 homeobox associating factor 1		70	0.608	0.615	0.56553	0.01		0.0	1	0	2003.0	2003.0
Lupus Erythematosus, Systemic	C0024141	DDIT4	54541	Q9NX09	DNA damage inducible transcript 4		92	0.576	0.769	0.00068309	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	POU4F2	5458	Q12837	POU class 4 homeobox 2		22	0.729	0.269	0.074814	0.01		1.0	1	0	2005.0	2005.0
Lupus Erythematosus, Systemic	C0024141	POU5F1	5460	Q01860	POU class 5 homeobox 1		328	0.441	0.846	0.95371	0.01		0.0	1	0	1995.0	1995.0
Lupus Erythematosus, Systemic	C0024141	MED1	5469	Q15648	mediator complex subunit 1		88	0.573	0.692	1.0	0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	PPBP	5473	P02775	pro-platelet basic protein	Signaling	111	0.544	0.808	0.057739	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	XAF1	54739	Q6GPH4	XIAP associated factor 1		83	0.587	0.769	6.8151e-12	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	PPIA	5478	P62937	peptidylprolyl isomerase A		180	0.51	0.769	0.55734	0.01		1.0	1	0	1992.0	1992.0
Lupus Erythematosus, Systemic	C0024141	DUSP23	54935	Q9BVJ7	dual specificity phosphatase 23		10	0.821	0.154	0.000666	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ACP3	55	P15309	acid phosphatase 3	Enzyme	151	0.525	0.731	2.5463e-16	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	NBDY	550643	A0A0U1RRE5	negative regulator of P-body association		7	0.861	0.269		0.01		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SLC52A1	55065	Q9NWF4	solute carrier family 52 member 1	Transporter	160	0.526	0.769	3.5163e-06	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TRIM68	55128	Q6AZZ1	tripartite motif containing 68		9	0.821	0.308	8.0709e-19	0.01		1.0	1	0	2001.0	2001.0
Lupus Erythematosus, Systemic	C0024141	RBM23	55147	Q86U06	RNA binding motif protein 23		8	0.861	0.231	4.8221e-11	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	MTPAP	55149	Q9NVV4	mitochondrial poly(A) polymerase	Enzyme	104	0.581	0.769	0.99904	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ARL8B	55207	Q9NVJ2	ADP ribosylation factor like GTPase 8B		5	0.861	0.231	0.12959	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	RAVER2	55225	Q9HCJ3	ribonucleoprotein, PTB binding 2	Nucleic acid binding	8	0.821	0.154	1.5171e-08	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	NUDT15	55270	Q9NV35	nudix hydrolase 15		33	0.67	0.538	0.0016748	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	DDX19A	55308	Q9NUU7	DEAD-box helicase 19A		10	0.792	0.308	0.83991	0.01		1.0	1	0	1997.0	1997.0
Lupus Erythematosus, Systemic	C0024141	LARP6	55323	Q9BRS8	La ribonucleoprotein 6, translational regulator	Nucleic acid binding	51	0.631	0.5	0.66874	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	IMPACT	55364	Q9P2X3	impact RWD domain protein		85	0.593	0.808	4.8274e-08	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MIR448	554212		microRNA 448		63	0.61	0.615		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SIRPG	55423	Q9P1W8	signal regulatory protein gamma	Signaling	8	0.821	0.231	3.476e-15	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	CHST12	55501	Q9NRB3	carbohydrate sulfotransferase 12	Enzyme	6	0.839	0.192	4.6561e-05	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	PRKAA1	5562	Q13131	protein kinase AMP-activated catalytic subunit alpha 1	Kinase	325	0.453	0.846	0.13725	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PRKAA2	5563	P54646	protein kinase AMP-activated catalytic subunit alpha 2	Kinase	317	0.456	0.846	3.5282e-08	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PRKAB1	5564	Q9Y478	protein kinase AMP-activated non-catalytic subunit beta 1	Kinase	296	0.46	0.846	0.0052573	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	NLRP2	55655	Q9NX02	NLR family pyrin domain containing 2		155	0.515	0.731	1.4201e-38	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	WDR11	55717	Q9BZH6	WD repeat domain 11		179	0.524	0.808	1.3704e-08	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	PRKAR2B	5577	P31323	protein kinase cAMP-dependent type II regulatory subunit beta		24	0.722	0.538	0.99713	0.01		1.0	1	0	2003.0	2003.0
Lupus Erythematosus, Systemic	C0024141	AXL	558	P30530	AXL receptor tyrosine kinase	Kinase	203	0.489	0.615	0.012951	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	PRKCQ	5588	Q04759	protein kinase C theta	Kinase	53	0.636	0.654	0.2972	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	RNF114	55905	Q9Y508	ring finger protein 114		7	0.839	0.077	0.052109	0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	PRKDC	5591	P78527	protein kinase, DNA-activated, catalytic subunit	Kinase	131	0.54	0.808	1.0	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	MAPK3	5595	P27361	mitogen-activated protein kinase 3	Kinase	647	0.379	0.885	0.036884	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MAP2K1	5604	Q02750	mitogen-activated protein kinase kinase 1	Kinase	389	0.439	0.846	0.89669	0.01		1.0	1	0	2001.0	2001.0
Lupus Erythematosus, Systemic	C0024141	ALG1	56052	Q9BT22	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	Enzyme	95	0.61	0.808	3.622e-19	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	PRLR	5618	P16471	prolactin receptor	Signaling	110	0.572	0.692	0.98732	0.01		1.0	1	0	2003.0	2003.0
Lupus Erythematosus, Systemic	C0024141	PROC	5624	P04070	protein C, inactivator of coagulation factors Va and VIIIa	Enzyme	200	0.504	0.808	1.9118e-05	0.01		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PRODH	5625	O43272	proline dehydrogenase 1	Enzyme	85	0.612	0.692	5.3577e-12	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	PROS1	5627	P07225	protein S		283	0.467	0.846	0.00047089	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	PRPS2	5634	P11908	phosphoribosyl pyrophosphate synthetase 2	Kinase	8	0.89	0.115	0.93544	0.01		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CCL28	56477	Q9NRJ3	C-C motif chemokine ligand 28		85	0.587	0.769	0.051599	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PRTN3	5657	P24158	proteinase 3	Enzyme	215	0.503	0.808	3.8044e-05	0.01		1.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	SPHK2	56848	Q9NRA0	sphingosine kinase 2	Kinase	140	0.546	0.731	1.28e-07	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	BDH2	56898	Q9BUT1	3-hydroxybutyrate dehydrogenase 2		26	0.7	0.462	8.5318e-08	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PSMB6	5694	P28072	proteasome 20S subunit beta 6		100	0.561	0.731	0.015779	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	DUSP22	56940	Q9NRW4	dual specificity phosphatase 22		40	0.659	0.615	0.0093421	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PSMB9	5698	P28065	proteasome 20S subunit beta 9		167	0.514	0.808	0.0027499	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	ACKR3	57007	P25106	atypical chemokine receptor 3	G-protein coupled receptor	400	0.428	0.885	0.39134	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	PSMD4	5710	P55036	proteasome 26S subunit, non-ATPase 4	Enzyme modulator	67	0.617	0.654	0.99726	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	PSMD9	5715	O00233	proteasome 26S subunit, non-ATPase 9	Enzyme modulator	344	0.435	0.846	4.8603e-06	0.01		1.0	1	0	1974.0	1974.0
Lupus Erythematosus, Systemic	C0024141	SLURP1	57152	P55000	secreted LY6/PLAUR domain containing 1		105	0.56	0.654	0.25934	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PSMD12	5718	O00232	proteasome 26S subunit, non-ATPase 12	Enzyme modulator	105	0.578	0.808	0.99984	0.01		1.0	1	0	1992.0	1992.0
Lupus Erythematosus, Systemic	C0024141	PTGDS	5730	P41222	prostaglandin D2 synthase	Enzyme	195	0.503	0.846	0.0050922	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	HNP1	574045		Hypertensive nephropathy		51	0.638	0.654		0.01		0.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	ABHD6	57406	Q9BV23	abhydrolase domain containing 6	Enzyme	24	0.751	0.385	2.2313e-05	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SCYL1	57410	Q96KG9	SCY1 like pseudokinase 1	Kinase	104	0.582	0.769	2.5187e-08	0.01		1.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	PTGS1	5742	P23219	prostaglandin-endoperoxide synthase 1	Enzyme	318	0.46	0.885	6.2425e-07	0.01		0.0	1	0	1998.0	1998.0
Lupus Erythematosus, Systemic	C0024141	MIR451A	574411		microRNA 451a		177	0.505	0.769		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MIR410	574434		microRNA 410		87	0.575	0.692		0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	MIR525	574470		microRNA 525		26	0.716	0.5		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	MIR499A	574501		microRNA 499a		156	0.519	0.846		0.01		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	PTK2	5747	Q05397	protein tyrosine kinase 2	Kinase	205	0.497	0.808	0.99987	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	KIDINS220	57498	Q9ULH0	kinase D interacting substrate 220		145	0.534	0.769	0.073562	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	PDP2	57546	Q9P2J9	pyruvate dehyrogenase phosphatase catalytic subunit 2	Enzyme	3	0.931	0.154	8.1837e-05	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MRTFA	57591	Q969V6	myocardin related transcription factor A		99	0.572	0.615	0.99768	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	PTN	5764	P21246	pleiotrophin	Signaling	164	0.515	0.808	0.0075073	0.01		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	BAX	581	Q07812	BCL2 associated X, apoptosis regulator	Signaling	420	0.417	0.885	0.31746	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PVR	5817	P15151	PVR cell adhesion molecule		177	0.51	0.769	3.922e-10	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	NECTIN2	5819	Q92692	nectin cell adhesion molecule 2		106	0.575	0.769	0.96926	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	NLRC4	58484	Q9NPP4	NLR family CARD domain containing 4		145	0.556	0.769	9.8714e-12	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	MOK	5891	Q9UQ07	MOK protein kinase	Kinase	251	0.476	0.769	8.8397e-22	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	RAD52	5893	P43351	RAD52 homolog, DNA repair protein	Nucleic acid binding	63	0.61	0.654	7.1128e-11	0.01		0.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	RAF1	5894	P04049	Raf-1 proto-oncogene, serine/threonine kinase	Kinase	470	0.418	0.885	0.85295	0.01		0.0	1	0	1987.0	1987.0
Lupus Erythematosus, Systemic	C0024141	RAG1	5896	P15918	recombination activating 1	Enzyme	209	0.509	0.769	2.7659e-05	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	RASA1	5921	P20936	RAS p21 protein activator 1	Enzyme modulator	237	0.481	0.885	1.0	0.01		1.0	1	0	2003.0	2003.0
Lupus Erythematosus, Systemic	C0024141	RASGRF1	5923	Q13972	Ras protein specific guanine nucleotide releasing factor 1	Enzyme modulator	124	0.537	0.769	0.99999	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	HIVEP3	59269	Q5T1R4	HIVEP zinc finger 3		31	0.722	0.462	0.90584	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	RFH1	59331		Renal failure, progressive, with hypertension		4	0.861	0.154		0.01		1.0	1	0	2001.0	2001.0
Lupus Erythematosus, Systemic	C0024141	HRH4	59340	Q9H3N8	histamine receptor H4	G-protein coupled receptor	48	0.659	0.462	5.2213e-08	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	BCKDHB	594	P21953	branched chain keto acid dehydrogenase E1 subunit beta	Enzyme	50	0.682	0.5	4.3112e-09	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	REG1A	5967	P05451	regenerating family member 1 alpha		264	0.467	0.846	1.3499e-05	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	RELB	5971	Q01201	RELB proto-oncogene, NF-kB subunit	Transcription factor	72	0.597	0.731	0.994	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	RENBP	5973	P51606	renin binding protein	Enzyme	156	0.528	0.769	0.44916	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	RET	5979	P07949	ret proto-oncogene	Kinase	607	0.392	0.885	1.0	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	TRIM27	5987	P14373	tripartite motif containing 27		90	0.572	0.808	0.99685	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	RLN2	6019	P04090	relaxin 2	Signaling	54	0.626	0.615	0.00090025	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ABCE1	6059	P61221	ATP binding cassette subfamily E member 1		41	0.674	0.462	0.9738	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	SNORA73A	6080		small nucleolar RNA, H/ACA box 73A		15	0.769	0.385		0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	RPLP0	6175	P05388	ribosomal protein lateral stalk subunit P0		16	0.736	0.5	0.76762	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	BCYRN1	618		brain cytoplasmic RNA 1		38	0.666	0.423		0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	RPS6	6194	P62753	ribosomal protein S6	Nucleic acid binding	117	0.547	0.692	0.9759	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RPS27A	6233	P62979	ribosomal protein S27a	Nucleic acid binding	59	0.621	0.808	0.91944	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RSU1	6251	Q15404	Ras suppressor protein 1		27	0.716	0.308	0.00089071	0.01		1.0	1	0	1995.0	1995.0
Lupus Erythematosus, Systemic	C0024141	S100A1	6271	P23297	S100 calcium binding protein A1	Calcium-binding protein	396	0.421	0.846	0.0060044	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	BGLAP	632	P02818	bone gamma-carboxyglutamate protein		274	0.462	0.846	4.6155e-08	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	BGN	633	P21810	biglycan		253	0.484	0.808	0.45229	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	SCO1	6341	O75880	synthesis of cytochrome C oxidase 1	Enzyme	71	0.638	0.769	0.00022337	0.01		1.0	1	0	1991.0	1991.0
Lupus Erythematosus, Systemic	C0024141	CCL4	6351	P13236;Q8NHW4	C-C motif chemokine ligand 4	Signaling	276	0.466	0.923	0.24134	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CCL14	6358	Q16627	C-C motif chemokine ligand 14	Signaling	29	0.695	0.423	0.00010929	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	CCL17	6361	Q92583	C-C motif chemokine ligand 17	Signaling	162	0.518	0.808	0.00013932	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CCL19	6363	Q99731	C-C motif chemokine ligand 19	Signaling	126	0.542	0.692	0.31691	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CCL20	6364	P78556	C-C motif chemokine ligand 20	Signaling	242	0.474	0.846	0.00024242	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CCL21	6366	O00585	C-C motif chemokine ligand 21	Signaling	186	0.502	0.769	0.036239	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	BID	637	P55957	BH3 interacting domain death agonist		117	0.555	0.808	1.5646e-11	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	XCL1	6375	P47992	X-C motif chemokine ligand 1	Signaling	67	0.601	0.692	0.0012982	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	SDC2	6383	P34741	syndecan 2	Extracellular structure	120	0.536	0.808	0.4049	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ANO3	63982	Q9BYT9	anoctamin 3		37	0.716	0.385	1.2489e-17	0.01		1.0	1	2	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SET	6418	Q01105	SET nuclear proto-oncogene	Enzyme modulator	183	0.507	0.808	0.99597	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	POU5F1P3	642559		POU class 5 homeobox 1 pseudogene 3		285	0.452	0.808		0.01		0.0	1	0	1995.0	1995.0
Lupus Erythematosus, Systemic	C0024141	ARHGEF28	64283	Q8N1W1	Rho guanine nucleotide exchange factor 28		60	0.615	0.423	8.1044e-21	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	SRSF5	6430	Q13243	serine and arginine rich splicing factor 5	Nucleic acid binding	74	0.604	0.808	0.69255	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SLED1	643036		proteoglycan 3, pro eosinophil major basic protein 2 pseudogene		1	1.0	0.077		0.01		1.0	1	0	2002.0	2002.0
Lupus Erythematosus, Systemic	C0024141	SFTPD	6441	P35247	surfactant protein D	Surfactant	194	0.5	0.846	7.4927e-05	0.01		1.0	1	1	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	MT1IP	644314		metallothionein 1I, pseudogene		41	0.653	0.654		0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	SGK1	6446	O00141	serum/glucocorticoid regulated kinase 1	Kinase	188	0.506	0.769	0.0023046	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SH3BP2	6452	P78314	SH3 domain binding protein 2		65	0.623	0.654	1.156e-11	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	POU5F1P4	645682		POU class 5 homeobox 1 pseudogene 4		284	0.452	0.808		0.01		0.0	1	0	1995.0	1995.0
Lupus Erythematosus, Systemic	C0024141	CLEC7A	64581	Q9BXN2	C-type lectin domain containing 7A		126	0.553	0.769	5.5087e-12	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	SHBG	6462	P04278	sex hormone binding globulin		368	0.438	0.808	1.2538e-06	0.01		1.0	1	1	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	EBF2	64641	Q9HAK2	EBF transcription factor 2		27	0.716	0.538	0.99976	0.01		0.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SLEB3	64695		systemic lupus erythematosus susceptibility 3		1	1.0	0.077		0.01		1.0	1	0	2002.0	2002.0
Lupus Erythematosus, Systemic	C0024141	SKP2	6502	Q13309	S-phase kinase associated protein 2		204	0.492	0.808	0.96042	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SLC1A5	6510	Q15758	solute carrier family 1 member 5	Transporter	81	0.587	0.577	0.16869	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SLC1A7	6512	O00341	solute carrier family 1 member 7	Transporter	17	0.769	0.346	7.5281e-11	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SLC2A1	6513	P11166	solute carrier family 2 member 1	Transporter	687	0.388	0.808	0.9941	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SLC2A4	6517	P14672	solute carrier family 2 member 4	Transporter	158	0.528	0.769	4.7123e-05	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SLC4A1	6521	P02730	solute carrier family 4 member 1 (Diego blood group)	Transporter	193	0.522	0.731	0.84602	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	UCA1	652995		urothelial cancer associated 1		152	0.512	0.808		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SLC6A8	6535	P48029	solute carrier family 6 member 8	Transporter	274	0.476	0.846	0.99778	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	H3C13	653604	Q71DI3	H3 clustered histone 13		4	0.861	0.154	0.00070344	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SLC8A1	6546	P32418	solute carrier family 8 member A1	Transporter	146	0.544	0.769	0.9957	0.01		1.0	1	2	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	SLC22A2	6582	O15244	solute carrier family 22 member 2	Transporter	98	0.572	0.769	2.0202e-12	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	BMPR2	659	Q13873	bone morphogenetic protein receptor type 2	Kinase	146	0.538	0.654	0.99998	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	SMN1	6606	Q16637	survival of motor neuron 1, telomeric	Epigenetic regulator	317	0.454	0.769	0.015829	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	SMN2	6607	Q16637	survival of motor neuron 2, centromeric		299	0.459	0.769	0.10337	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	SMS	6611	P52788	spermine synthase		263	0.491	0.846	0.97297	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	FSCN1	6624	Q16658	fascin actin-bundling protein 1	Cellular structure	175	0.504	0.731	0.86852	0.01		1.0	1	0	1992.0	1992.0
Lupus Erythematosus, Systemic	C0024141	SNRPN	6638	P63162;Q9Y675	small nuclear ribonucleoprotein polypeptide N	Nucleic acid binding	183	0.538	0.731	0.043181	0.01		1.0	1	0	1994.0	1994.0
