Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	SOS1	6654	Q07889	SOS Ras/Rac guanine nucleotide exchange factor 1	Enzyme modulator	261	0.485	0.808	1.0	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	DST	667	Q03001	dystonin	Cellular structure	147	0.552	0.846	1.0	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	SPI1	6688	P17947	Spi-1 proto-oncogene	Transcription factor	58	0.631	0.654	0.98206	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	SPN	6693	P16150	sialophorin		101	0.563	0.692	0.014408	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	SPTAN1	6709	Q13813	spectrin alpha, non-erythrocytic 1		82	0.601	0.615	1.0	0.01		1.0	1	0	2003.0	2003.0
Lupus Erythematosus, Systemic	C0024141	SRP19	6728	P09132	signal recognition particle 19	Nucleic acid binding	3	0.931	0.192	0.0069014	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SRP54	6729	P61011	signal recognition particle 54	Nucleic acid binding	96	0.612	0.769	0.99895	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SSRP1	6749	Q08945	structure specific recognition protein 1		86	0.575	0.731	0.99585	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	STAT6	6778	P42226	signal transducer and activator of transcription 6	Nucleic acid binding	281	0.475	0.808	0.98849	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	SNORA12	677800		small nucleolar RNA, H/ACA box 12		2	0.931	0.115		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	BSG	682	P35613	basigin (Ok blood group)		287	0.458	0.769	2.5873e-05	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	SUV39H1	6839	O43463	suppressor of variegation 3-9 homolog 1		77	0.595	0.577	0.98957	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	BST2	684	Q10589	bone marrow stromal cell antigen 2		95	0.57	0.769	0.00042516	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	TAGLN	6876	Q01995	transgelin	Cellular structure	131	0.54	0.692	0.08527	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	KLF5	688	Q13887	Kruppel like factor 5	Nucleic acid binding	143	0.534	0.769	0.8181	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	BTF3P11	690		basic transcription factor 3 pseudogene 11		154	0.519	0.731		0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	MIR551B	693136		microRNA 551b		31	0.682	0.538		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MIR621	693206		microRNA 621		12	0.78	0.269		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MIR629	693214		microRNA 629		40	0.653	0.538		0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	MIR633	693218		microRNA 633		12	0.769	0.346		0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TMBIM6	7009	P55061	transmembrane BAX inhibitor motif containing 6		52	0.653	0.577	0.015024	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	TGM2	7052	P21980	transglutaminase 2	Enzyme	315	0.445	0.808	6.8118e-18	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	THAS	7055		thoracoabdominal syndrome		120	0.56	0.808		0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	THBD	7056	P07204	thrombomodulin		303	0.457	0.769	0.053769	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	THM	7063		thymoma		30	0.686	0.5		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	THY1	7070	P04216	Thy-1 cell surface antigen		197	0.496	0.808	0.049895	0.01		0.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	TIMP3	7078	P35625	TIMP metallopeptidase inhibitor 3	Enzyme modulator	325	0.445	0.923	0.63037	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ICAM5	7087	Q9UMF0	intercellular adhesion molecule 5		29	0.716	0.346	0.002139	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	TOP1	7150	P11387	DNA topoisomerase I	Enzyme	143	0.542	0.692	1.0	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CRISP2	7180	P16562	cysteine rich secretory protein 2	Immune response	168	0.512	0.769	1.4437e-12	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MIR654	724024		microRNA 654		25	0.722	0.346		0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	C5AR1	728	P21730	complement C5a receptor 1	G-protein coupled receptor	179	0.513	0.808	0.40249	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	DEFA1B	728358	P59665	defensin alpha 1B		39	0.674	0.692		0.01		0.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	USP17L24	728369	Q0WX57	ubiquitin specific peptidase 17 like family member 24		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L25	728373	Q0WX57	ubiquitin specific peptidase 17 like family member 25		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L26	728379	Q0WX57	ubiquitin specific peptidase 17 like family member 26		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L27	728393	Q0WX57	ubiquitin specific peptidase 17 like family member 27		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L28	728400	Q0WX57	ubiquitin specific peptidase 17 like family member 28		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L29	728405	Q0WX57	ubiquitin specific peptidase 17 like family member 29		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	USP17L30	728419	Q0WX57	ubiquitin specific peptidase 17 like family member 30		24	0.751	0.269		0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	C6	729	P13671	complement C6		29	0.7	0.615	5.8646e-22	0.01		1.0	1	0	1987.0	1987.0
Lupus Erythematosus, Systemic	C0024141	TXNRD1	7296	Q16881	thioredoxin reductase 1	Enzyme	136	0.529	0.692	1.6062e-06	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TYMS	7298	P04818	thymidylate synthetase	Enzyme	406	0.425	0.846	0.72247	0.01		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	TYR	7299	P14679	tyrosinase	Enzyme	281	0.473	0.808	4.9861e-32	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	TYROBP	7305	O43914	transmembrane immune signaling adaptor TYROBP		135	0.573	0.769	0.20238	0.01		1.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	TYRP1	7306	P17643	tyrosinase related protein 1	Enzyme	200	0.507	0.846	6.557e-25	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	UCHL1	7345	P09936	ubiquitin C-terminal hydrolase L1	Enzyme	260	0.482	0.885	0.99095	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	UCP2	7351	P55851	uncoupling protein 2	Transporter	235	0.493	0.808	1.5497e-10	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	SCGB1A1	7356	P11684	secretoglobin family 1A member 1	Signaling	133	0.546	0.808	0.00079919	0.01		1.0	1	0	2002.0	2002.0
Lupus Erythematosus, Systemic	C0024141	UMOD	7369	P07911	uromodulin		164	0.52	0.846	3.0798e-17	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	USF1	7391	P22415	upstream transcription factor 1		82	0.592	0.692	0.023545	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	UVRAG	7405	Q9P2Y5	UV radiation resistance associated		336	0.436	0.769	0.98942	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	VHL	7428	P40337	von Hippel-Lindau tumor suppressor	Enzyme	372	0.443	0.846	0.079515	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	EZR	7430	P15311	ezrin	Cellular structure	255	0.476	0.808	0.17989	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	VIM	7431	P08670	vimentin		644	0.372	0.846	0.71255	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	VTN	7448	P04004	vitronectin		178	0.509	0.769	1.5014e-10	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	XIST	7503		X inactive specific transcript		146	0.522	0.808		0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	XRCC4	7518	Q13426	X-ray repair cross complementing 4		192	0.528	0.769	8.2774e-07	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	XRCC5	7520	P13010	X-ray repair cross complementing 5	Enzyme	113	0.554	0.808	0.99999	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	YY1	7528	P25490	YY1 transcription factor	Transcription factor	245	0.481	0.808	0.9938	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	YWHAB	7529	P31946	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	Chaperone	17	0.769	0.385	0.98314	0.01		1.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	YWHAZ	7534	P63104	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	Chaperone	247	0.475	0.846	0.93965	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MZF1	7593	P28698	myeloid zinc finger 1		62	0.617	0.577	1.0667e-10	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	LAPTM5	7805	Q13571	lysosomal protein transmembrane 5	Transporter	18	0.751	0.462	0.90044	0.01		1.0	1	3	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	IL1R2	7850	P27930	interleukin 1 receptor type 2	Receptor	76	0.593	0.846	6.5372e-15	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	USP7	7874	Q93009	ubiquitin specific peptidase 7	Enzyme	153	0.538	0.808	1.0	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	VKORC1	79001	Q9BQB6	vitamin K epoxide reductase complex subunit 1	Enzyme	89	0.603	0.731	0.16163	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	AHNAK	79026	Q09666	AHNAK nucleoprotein		60	0.623	0.615	0.89827	0.01		1.0	1	0	2002.0	2002.0
Lupus Erythematosus, Systemic	C0024141	DDX39B	7919	Q13838	DExD-box helicase 39B		50	0.641	0.808	0.99725	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	LST1	7940	O00453	leukocyte specific transcript 1		17	0.792	0.308	0.0011303	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	RNF128	79589	Q8TEB7	ring finger protein 128		15	0.769	0.385	0.22826	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	MUL1	79594	Q969V5	mitochondrial E3 ubiquitin protein ligase 1		241	0.473	0.808	1.9108e-06	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	TNFAIP8L2	79626	Q6P589	TNF alpha induced protein 8 like 2		90	0.575	0.615	0.038364	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	AIMP2	7965	Q13155	aminoacyl tRNA synthetase complex interacting multifunctional protein 2		555	0.393	0.923	0.008024	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	DHX40	79665	Q8IX18	DEAH-box helicase 40	Enzyme	64	0.608	0.769	0.7556	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	VTCN1	79679	Q7Z7D3	V-set domain containing T cell activation inhibitor 1	Enzyme modulator	139	0.529	0.692	1.3669e-12	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ZNF419	79744	Q96HQ0	zinc finger protein 419		4	0.861	0.192	0.0053294	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	FBXO31	79791	Q5XUX0	F-box protein 31		66	0.653	0.423	0.44439	0.01		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CAMKMT	79823	Q7Z624	calmodulin-lysine N-methyltransferase		185	0.51	0.808	1.3806e-15	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	CALCR	799	P30988	calcitonin receptor	G-protein coupled receptor	282	0.464	0.846	3.1176e-09	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SCD5	79966	Q86SK9	stearoyl-CoA desaturase 5		40	0.682	0.654	0.0010398	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	NAA25	80018	Q14CX7	N-alpha-acetyltransferase 25, NatB auxiliary subunit	Enzyme	81	0.603	0.692	1.0	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	ZC3H12A	80149	Q5D1E8	zinc finger CCCH-type containing 12A	Nucleic acid binding	88	0.578	0.654	0.14015	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ULBP2	80328	Q9BZM5	UL16 binding protein 2		30	0.678	0.5	1.8392e-09	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PDHX	8050	O00330	pyruvate dehydrogenase complex component X	Enzyme	93	0.595	0.692	9.7242e-05	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	TSGA10	80705	Q9BZW7	testis specific 10	Enzyme modulator	40	0.674	0.385	0.10999	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	COL18A1	80781	P39060	collagen type XVIII alpha 1 chain		323	0.449	0.808	1.7414e-10	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ACTN4	81	O43707	actinin alpha 4		166	0.508	0.808	1.0	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	RSPH6A	81492	Q9H0K4	radial spoke head 6 homolog A	Cellular structure	7	0.821	0.308	2.3355e-10	0.01		1.0	1	0	1995.0	1995.0
Lupus Erythematosus, Systemic	C0024141	UNC93B1	81622	Q9H1C4	unc-93 homolog B1, TLR signaling regulator		37	0.666	0.538	0.1428	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	DOCK8	81704	Q8NF50	dedicator of cytokinesis 8	Enzyme modulator	112	0.578	0.731	1.487e-11	0.01		1.0	1	0	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CAPG	822	P40121	capping actin protein, gelsolin like	Cellular structure	111	0.548	0.731	9.357e-14	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SMC1A	8243	Q14683	structural maintenance of chromosomes 1A		251	0.509	0.808	1.0	0.01		1.0	1	0	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	TMEM187	8269	Q14656	transmembrane protein 187		8	0.839	0.231	0.015717	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	EOMES	8320	O95936	eomesodermin	Transcription factor	60	0.619	0.692	0.98443	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H2BC8	8339	P58876;P62807	H2B clustered histone 8		13	0.769	0.231		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	H2BC7	8343	P58876;P62807	H2B clustered histone 7		12	0.861	0.154		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	H2BC6	8344	P58876;P62807	H2B clustered histone 6		9	0.839	0.192		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SH3BGRL3	83442	Q9H299	SH3 domain binding glutamate rich protein like 3		18	0.751	0.308	0.149	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	H2BC10	8346	P58876;P62807	H2B clustered histone 10		5	0.861	0.154		0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	H2BC4	8347	P58876;P62807	H2B clustered histone 4	Nucleic acid binding	20	0.76	0.269	0.0038196	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	H2BC17	8348	P23527	H2B clustered histone 17	Nucleic acid binding	1	1.0	0.077	0.00045605	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CASP6	839	P55212	caspase 6	Enzyme	73	0.61	0.615	0.00012665	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	PLA2G6	8398	O60733	phospholipase A2 group VI	Enzyme modulator	350	0.476	0.846	2.4837e-10	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	TAGLN2	8407	P37802	transgelin 2	Cellular structure	64	0.604	0.577	0.0093548	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CASP9	842	P55211	caspase 9	Enzyme	293	0.458	0.808	7.3826e-06	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	RPAIN	84268	Q86UA6	RPA interacting protein		60	0.619	0.692	5.5657e-11	0.01		1.0	1	0	2010.0	2010.0
Lupus Erythematosus, Systemic	C0024141	RECK	8434	O95980	reversion inducing cysteine rich protein with kazal motifs	Enzyme modulator	123	0.547	0.731	1.9319e-10	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	DHX16	8449	O60231	DEAH-box helicase 16	Enzyme	24	0.716	0.5	1.5996e-12	0.01		1.0	1	0	1997.0	1997.0
Lupus Erythematosus, Systemic	C0024141	IL1F10	84639	Q8WWZ1	interleukin 1 family member 10		57	0.636	0.462	2.023e-06	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SPZ1	84654	Q9BXG8	spermatogenic leucine zipper 1		173	0.507	0.769		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TRIM63	84676	Q969Q1	tripartite motif containing 63		73	0.617	0.538	4.3041e-13	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	TUBA1C	84790	Q9BQE3	tubulin alpha 1c	Cellular structure	35	0.663	0.577	0.0074331	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PIK3R3	8503	Q92569	phosphoinositide-3-kinase regulatory subunit 3	Enzyme modulator	101	0.556	0.692	3.3583e-10	0.01		1.0	1	0	1992.0	1992.0
Lupus Erythematosus, Systemic	C0024141	BAGE3	85318	Q86Y29	BAGE family member 3		7	0.821	0.269		0.01		1.0	1	0	2002.0	2002.0
Lupus Erythematosus, Systemic	C0024141	API5	8539	Q9BZZ5	apoptosis inhibitor 5		29	0.7	0.5	0.99996	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	FCN3	8547	O75636	ficolin 3	Signaling	39	0.678	0.5	0.0038008	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SCARF1	8578	Q14162	scavenger receptor class F member 1	Receptor	7	0.89	0.192	5.2898e-07	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	RUNX2	860	Q13950	RUNX family transcription factor 2	Transcription factor	405	0.437	0.846	0.94884	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	USO1	8615	O60763	USO1 vesicle transport factor	Transporter	153	0.522	0.885	0.33417	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	RUNX1T1	862	Q06455	RUNX1 partner transcriptional co-repressor 1	Transcription factor	137	0.53	0.808	0.97768	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	HSD17B6	8630	O14756	hydroxysteroid 17-beta dehydrogenase 6	Enzyme	82	0.592	0.692	0.34807	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	AOC3	8639	Q16853	amine oxidase copper containing 3		106	0.561	0.769	6.267e-11	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	EIF3C	8663	Q99613	eukaryotic translation initiation factor 3 subunit C	Nucleic acid binding	23	0.722	0.385	2.2907e-05	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	CBL	867	P22681	Cbl proto-oncogene	Enzyme	172	0.527	0.769	0.00060921	0.01		1.0	1	0	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CBLB	868	Q13191	Cbl proto-oncogene B	Enzyme	33	0.691	0.423	0.99825	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	DGAT1	8694	O75907	diacylglycerol O-acyltransferase 1	Enzyme	64	0.621	0.615	1.4082e-17	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	ABCC3	8714	O15438	ATP binding cassette subfamily C member 3	Transporter	160	0.517	0.769	1.2092e-26	0.01		1.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	MBTPS1	8720	Q14703	membrane bound transcription factor peptidase, site 1	Enzyme	148	0.532	0.692	7.5901e-09	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TNFSF14	8740	O43557	TNF superfamily member 14	Signaling	143	0.529	0.769	0.051663	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	RIPK2	8767	O43353	receptor interacting serine/threonine kinase 2	Kinase	83	0.587	0.769	0.39282	0.01		1.0	1	2	2012.0	2012.0
Lupus Erythematosus, Systemic	C0024141	SIGLEC5	8778	O15389	sialic acid binding Ig like lectin 5	Receptor	20	0.743	0.423	2.0969e-06	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF18	8784	Q9Y5U5	TNF receptor superfamily member 18		53	0.631	0.538	1.4516e-06	0.01		1.0	1	0	2006.0	2006.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF10C	8794	O14798	TNF receptor superfamily member 10c		89	0.578	0.731	3.1588e-06	0.01		1.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF10B	8795	O14763	TNF receptor superfamily member 10b		179	0.505	0.769	0.00019928	0.01		0.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	HESX1	8820	Q9UBX0	HESX homeobox 1		143	0.561	0.654	0.00079734	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SOCS2	8835	O14508	suppressor of cytokine signaling 2	Enzyme modulator	104	0.56	0.731	0.62999	0.01		1.0	1	0	2008.0	2008.0
Lupus Erythematosus, Systemic	C0024141	PROM1	8842	O43490	prominin 1	Transporter	477	0.41	0.846	1.9485e-22	0.01		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	KAT2B	8850	Q92831	lysine acetyltransferase 2B		116	0.563	0.692	0.98975	0.01		1.0	1	0	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	ASAP2	8853	O43150	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2		85	0.585	0.731	0.99996	0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SQSTM1	8878	Q13501	sequestosome 1		470	0.428	0.885	0.00086035	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	KRIT1	889	O00522	KRIT1 ankyrin repeat containing		201	0.5	0.808	0.00069333	0.01		1.0	1	0	2020.0	2020.0
Lupus Erythematosus, Systemic	C0024141	EIF2B5	8893	Q13144	eukaryotic translation initiation factor 2B subunit epsilon		84	0.615	0.769	0.064171	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SNURF	8926	P63162;Q9Y675	SNRPN upstream reading frame		63	0.623	0.538	0.4619	0.01		1.0	1	0	1994.0	1994.0
Lupus Erythematosus, Systemic	C0024141	CCND3	896	P30281	cyclin D3	Enzyme modulator	126	0.554	0.654	0.98347	0.01		1.0	1	0	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	H2BC11	8970	P06899	H2B clustered histone 11	Nucleic acid binding	3	0.89	0.154	0.031259	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SIGLEC12	89858	Q96PQ1	sialic acid binding Ig like lectin 12 (gene/pseudogene)	Receptor	11	0.839	0.385	1.2163e-13	0.01		1.0	1	0	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HSPB3	8988	Q12988	heat shock protein family B (small) member 3		327	0.448	0.769	6.0944e-05	0.01		1.0	1	0	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	NAT1	9	P18440	N-acetyltransferase 1	Enzyme	133	0.536	0.846	1.9294e-14	0.01		0.0	1	0	2004.0	2004.0
Lupus Erythematosus, Systemic	C0024141	SEMA5A	9037	Q13591	semaphorin 5A		85	0.61	0.731	1.5403e-05	0.01		1.0	1	0	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PRC1	9055	O43663	protein regulator of cytokinesis 1	Cellular structure	73	0.599	0.692	2.6753e-07	0.01		1.0	1	0	2000.0	2000.0
Lupus Erythematosus, Systemic	C0024141	SLC7A7	9056	Q9UM01	solute carrier family 7 member 7	Transporter	122	0.603	0.654	7.9543e-07	0.01		1.0	1	0	1987.0	1987.0
Lupus Erythematosus, Systemic	C0024141	CCT	907		cataract, congenital, total		75	0.588	0.769		0.01		1.0	1	0	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CCT6A	908	P40227	chaperonin containing TCP1 subunit 6A	Chaperone	32	0.711	0.423	0.99532	0.01		1.0	1	0	2016.0	2016.0
